	worker_id	worker_platform	worker_browser	battery_name	battery_owner	battery_owner_email	battery_completed	experiment_include_bonus	experiment_include_catch	experiment_exp_id	experiment_name	experiment_reference	experiment_cognitive_atlas_task_id	result_SS_delay	result_SS_duration	result_SS_stimulus	result_SS_trial_type	result_block_duration	result_condition	result_correct	result_correct_response	result_current_trial	result_dateTime	result_exp_id	result_exp_stage	result_feedback_duration	result_global_shape	result_internal_node_id	result_key_press	result_large_amt	result_later_del	result_local_shape	result_mouse_click	result_num_response	result_page_num	result_possible_responses	result_qnum	result_response_range	result_rt	result_score_response	result_small_amt	result_stim_duration	result_stim_id	result_stim_question	result_stim_response	result_stimulus	result_switch	result_time_elapsed	result_times_viewed	result_timing_post_trial	result_trial	result_trial_id	result_trial_index	result_trial_num	result_trial_type	result_id	result_view_history
7ce0474b-9095-4507-a01b-767445a1c93d_24	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					1269	global	False	49	24	1454524867438	local_global	practice	1000	circle	0.0-3.0-20.0	50	35	29	X	tol_peg_3	2	2	[49, 50, 51, 52]	8	[1, 2]	1269	2	24	1269		Would you like to learn to fly an aeroplane?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/black_circleofXs.png""</img></div>"	1	71143163	1	500		stim	24	22	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_25	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					1430	global	True	51	25	1454524870375	local_global	practice	1000	triangle	0.0-3.0-21.0	51	80	14	triangle	tol_peg_2	2	2	[49, 50, 51, 52]	9	[1, 2]	1430	1	33	1430		Do you find it hard to understand people who risk their necks climbing mountains?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/black_triangleoftriangles.png""</img></div>"	0	71146100	1	500		stim	25	23	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_26	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					2418	global	True	51	26	1454524874301	local_global	practice	1000	triangle	0.0-3.0-22.0	51	30	179	circle		2	2	[49, 50, 51, 52]	10	[1, 2]	2418	2	28	2418		Do you sometimes like doing things that are a bit frightening?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/black_triangleofcircles.png""</img></div>"	0	71150026	1	500		stim	26	24	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_27	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					5412	local	True	52	27	1454524881222	local_global	practice	1000	X	0.0-3.0-23.0	52	50	30	square		2	2	[49, 50, 51, 52]	11	[1, 2]	5412	1	34	5412		Generally do you prefer to enter cold sea water gradually, to diving or jumping straight in?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/blue_Xofsquares.png""</img></div>"	1	71156947	1	500		stim	27	25	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_28	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					2597	local	True	49	28	1454524885327	local_global	practice	1000	X	0.0-3.0-24.0	49	30	80	circle	tol_peg_2	2	2	[49, 50, 51, 52]	12	[1, 2]	2597	2	25	2597		Would you enjoy the sensation of skiing very fast down a high mountain slope?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/blue_Xofcircles.png""</img></div>"	0	71161052	1	500		stim	28	26	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_29	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					2617	local	True	51	29	1454524889452	local_global	practice	1000	X	0.0-3.0-25.0	51	75	20	triangle	tol_peg_3	2	2	[49, 50, 51, 52]	13	[1, 2]	2617	2	41	2617		Would you like to go scuba diving?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/blue_Xoftriangles.png""</img></div>"	0	71165176	1	500		stim	29	27	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_30	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					2651	global	False	52	30	1454524893612	local_global	practice	1000	square	0.0-3.0-26.0	49	60	111	circle	tol_peg_1	2	2	[49, 50, 51, 52]	14	[1, 2]	2651	2	54	2651		Would you enjoy fast driving?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/black_squareofcircles.png""</img></div>"	1	71169336	1	500		stim	30	28	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_31	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					1052	global	True	50	31	1454524896175	local_global	practice	1000	X	0.0-3.0-27.0	50	80	30	circle	tol_peg_2	2	2	[49, 50, 51, 52]	15	[1, 2]	1052	2	54	1052		Would you lke to go pot-holing?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/black_Xofcircles.png""</img></div>"	0	71171899	1	500		stim	31	29	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_32	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					730	global	True	52	32	1454524898414	local_global	practice	1000	square	0.0-3.0-28.0	52	25	136	circle	tol_peg_3	2	2	[49, 50, 51, 52]	16	[1, 2]	730	1	22	730		Would you be put off a job involving quite a bit of danger?	Yes	"<div class = centerbox><img src = ""/static/experiments/local_global/images/black_squareofcircles.png""</img></div>"	0	71174139	1	500		stim	32	30	poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_33	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					2530	local	True	51	33	1454524902454	local_global	practice	1000	X	0.0-3.0-29.0	51	55	7	triangle	tol_peg_2			[49, 50, 51, 52]			2530		20	2530				"<div class = centerbox><img src = ""/static/experiments/local_global/images/blue_Xoftriangles.png""</img></div>"	1	71178179		500		stim	33		poldrack-categorize	32	"[{""page_index"":0,""viewing_time"":25236},{""page_index"":1,""viewing_time"":89870}]"
7ce0474b-9095-4507-a01b-767445a1c93d_34	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					4818	local	True	49	34	1454524908783	local_global	practice	1000	X	0.0-3.0-30.0	49			circle				[49, 50, 51, 52]			4818			4818				"<div class = centerbox><img src = ""/static/experiments/local_global/images/blue_Xofcircles.png""</img></div>"	0	71184507		500		stim	34		poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_35	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					1576	global	True	50	35	1454524911870	local_global	practice	1000	X	0.0-3.0-31.0	50			X				[49, 50, 51, 52]			1576			1576				"<div class = centerbox><img src = ""/static/experiments/local_global/images/black_XofXs.png""</img></div>"	1	71187594		500		stim	35		poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_36	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					2001	local	True	52	36	1454524915381	local_global	practice	1000	square	0.0-3.0-32.0	52			square	tol_peg_1			[49, 50, 51, 52]			2001			2001				"<div class = centerbox><img src = ""/static/experiments/local_global/images/blue_squareofsquares.png""</img></div>"	1	71191106		500		stim	36		poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_37	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					1938	global	True	52	37	1454524918827	local_global	practice	1000	square	0.0-3.0-33.0	52			circle	tol_peg_2			[49, 50, 51, 52]			1938			1938				"<div class = centerbox><img src = ""/static/experiments/local_global/images/black_squareofcircles.png""</img></div>"	1	71194552		500		stim	37		poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_38	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	local_global	Local-Global	http://www.sciencedirect.com/science/article/pii/S001002859990734X	trm_4f241d7adf14e					2000	global		50	38	1454524968659	local_global	practice		X	0.0-3.0-34.0	-1			triangle	tol_peg_1			[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>	0	71244383		0		stim	38		poldrack-categorize	32	
7ce0474b-9095-4507-a01b-767445a1c93d_39	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					640	AX		-1	39	1454609601868	dot_pattern_expectancy	test			0.0-38.0	-1				tol_peg_3			[32]			640			640				"<div class = centerbox><div  id = ""stim1""></div></div>"		224609		0		cue	39		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_40	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					500	nogo		-1	40	1454609602288	dot_pattern_expectancy	test			0.0-39.0	-1				tol_peg_2			none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>"		225028		0		fixation	40		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_41	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000	AX		-1	41	1454609602695	dot_pattern_expectancy	test			0.0-40.0	-1				tol_peg_1			none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		225435		0		probe	41		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_42	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					813	go		32	42	1454609602761	dot_pattern_expectancy	test			0.0-41.0	32				tol_peg_3			[32]			813			813				"<div class = centerbox><div id = ""stim2""></div></div>"		225502		0		feedback	42		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_43	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					500	AX		-1	43	1454609603266	dot_pattern_expectancy	test			0.0-42.0	-1				tol_peg_1			none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>"		226006		0		cue	43		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_44	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000	go		32	44	1454609603521	dot_pattern_expectancy	test			0.0-43.0	-1							none			-1			2000				"<div class = tol_canvas><div class=""tol_vertical_line""></div></div><div class = tol_your_board><div class = tol_base></div><div class = tol_board_label><strong>Your Board</strong></div><div id = tol_peg_1><div class = tol_peg></div></div><div class = special id = tol_peg_1 onclick = ""pegClick(this.id)""><div class = ""tol_ball tol_Red""><div class = tol_ball_label>R</div></div><div class = ""tol_ball tol_Green""><div class = tol_ball_label>G</div></div></div><div id = tol_peg_2><div class = tol_peg></div></div><div class = special id = tol_peg_2 onclick = ""pegClick(this.id)""><div class = ""tol_ball tol_Blue""><div class = tol_ball_label>B</div></div></div><div id = tol_peg_3><div class = tol_peg></div></div><div class = special id = tol_peg_3 onclick = ""pegClick(this.id)""></div></div><div class = tol_peg_board><div class = tol_base></div><div class = tol_board_label><strong>Target Board</strong></div><div id = tol_peg_1><div class = tol_peg></div></div><div class = special id = tol_peg_1 onclick = ""pegClick(this.id)""><div class = ""tol_ball tol_Red""><div class = tol_ball_label>R</div></div><div class = ""tol_ball tol_Green""><div class = tol_ball_label>G</div></div></div><div id = tol_peg_2><div class = tol_peg></div></div><div class = special id = tol_peg_2 onclick = ""pegClick(this.id)""><div class = ""tol_ball tol_Blue""><div class = tol_ball_label>B</div></div></div><div id = tol_peg_3><div class = tol_peg></div></div><div class = special id = tol_peg_3 onclick = ""pegClick(this.id)""></div></div><div class = tol_feedbackbox><p class = center-text>You got it!</p></div>"		226262		500		fixation	44		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_45	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000	AX		32	45	1454609603702	dot_pattern_expectancy	test			0.0-44.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		226442		0		probe	45		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_46	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1500	go		32	46	1454609603792	dot_pattern_expectancy	test			0.0-45.0	-1				tol_peg_1			[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		226532		0		feedback	46		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_47	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000	AX		32	47	1454609603871	dot_pattern_expectancy	test			0.0-46.0	-1				-1			[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		226611		0		cue	47		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_48	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000	go		32	48	1454609604217	dot_pattern_expectancy	test			0.0-47.0	-1							none			-1			2000				"<div class = tol_canvas><div class=""tol_vertical_line""></div></div><div class = tol_your_board><div class = tol_base></div><div class = tol_board_label><strong>Your Board</strong></div><div id = tol_peg_1><div class = tol_peg></div></div><div class = special id = tol_peg_1 onclick = ""pegClick(this.id)""><div class = ""tol_ball tol_Green""><div class = tol_ball_label>G</div></div></div><div id = tol_peg_2><div class = tol_peg></div></div><div class = special id = tol_peg_2 onclick = ""pegClick(this.id)""><div class = ""tol_ball tol_Blue""><div class = tol_ball_label>B</div></div></div><div id = tol_peg_3><div class = tol_peg></div></div><div class = special id = tol_peg_3 onclick = ""pegClick(this.id)""></div></div><div class = tol_peg_board><div class = tol_base></div><div class = tol_board_label><strong>Target Board</strong></div><div id = tol_peg_1><div class = tol_peg></div></div><div class = special id = tol_peg_1 onclick = ""pegClick(this.id)""><div class = ""tol_ball tol_Blue""><div class = tol_ball_label>B</div></div></div><div id = tol_peg_2><div class = tol_peg></div></div><div class = special id = tol_peg_2 onclick = ""pegClick(this.id)""><div class = ""tol_ball tol_Red""><div class = tol_ball_label>R</div></div><div class = ""tol_ball tol_Green""><div class = tol_ball_label>G</div></div></div><div id = tol_peg_3><div class = tol_peg></div></div><div class = special id = tol_peg_3 onclick = ""pegClick(this.id)""></div></div><div class = tol_feedbackbox><p class = center-text>Didn't get that one.</p></div>"		226958		500		fixation	48		poldrack-single-stim	59	
